id,eco,name,epd,pgn,key
131,A00,Van Geet Opening: Warsteiner Gambit,rnbqkbnr/ppp1pp1p/8/3p2p1/5P2/2N5/PPPPP1PP/R1BQKBNR w KQkq -,1. Nc3 d5 2. f4 g5,3536858615472719212
132,A00,Van't Kruijs Opening,rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq -,1. e3,-7144350666058138373
133,A00,Van't Kruijs Opening: Bouncing Bishop Variation,rnbqkbnr/p1pp1ppp/8/1p2p3/8/1B2P3/PPPP1PPP/RNBQK1NR b KQkq -,1. e3 e5 2. Bc4 b5 3. Bb3,4008644141738569913
134,A00,"Van't Kruijs Opening: Keoni-Hiva Gambit, Akahi Variation",rnbqkb1r/pppp1ppp/5n2/8/5p2/2N1PN2/PPPP2PP/R1BQKB1R b KQkq -,1. e3 e5 2. Nc3 Nf6 3. f4 exf4 4. Nf3,8235845887987813907
135,A00,"Van't Kruijs Opening: Keoni-Hiva Gambit, Alua Variation",r1bqkbnr/pppp1ppp/2n5/8/5p2/2N1PN2/PPPP2PP/R1BQKB1R b KQkq -,1. e3 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3,-7039525398128589125
136,A00,"Van't Kruijs Opening: Keoni-Hiva Gambit, Ekolu Variation",rnbqkbnr/ppp2ppp/8/3p4/5p2/2N1PN2/PPPP2PP/R1BQKB1R b KQkq -,1. e3 e5 2. Nc3 d5 3. f4 exf4 4. Nf3,5305910449592684151
137,A00,Ware Opening,rnbqkbnr/pppppppp/8/8/P7/8/1PPPPPPP/RNBQKBNR b KQkq -,1. a4,-1138494298578793606
138,A00,Ware Opening: Cologne Gambit,r1bqkbnr/p1pnpppp/1p6/3p4/P2P4/2N5/1PP1PPPP/R1BQKBNR w KQkq -,1. a4 b6 2. d4 d5 3. Nc3 Nd7,9045552172359619449
139,A00,Ware Opening: Crab Variation,rnbqkbnr/pppp1ppp/8/4p3/P6P/8/1PPPPPP1/RNBQKBNR b KQkq -,1. a4 e5 2. h4,3297017590066924403
140,A00,Ware Opening: Meadow Hay Trap,rnbqkbnr/pppp1ppp/8/4p3/P7/R7/1PPPPPPP/1NBQKBNR b Kkq -,1. a4 e5 2. Ra3,4090327121489049957
141,A00,Ware Opening: Symmetric Variation,rnbqkbnr/1ppppppp/8/p7/P7/8/1PPPPPPP/RNBQKBNR w KQkq -,1. a4 a5,-7817906811923644912
142,A00,Ware Opening: Ware Gambit,rnbqkbnr/ppp3pp/P7/3ppp2/8/4P3/1PPP1PPP/RNBQKBNR b KQkq -,1. a4 e5 2. a5 d5 3. e3 f5 4. a6,2235181910006266306
143,A00,Ware Opening: Wing Gambit,rn1qkbnr/pbpppppp/8/1P6/8/8/1PPPPPPP/RNBQKBNR w KQkq -,1. a4 b5 2. axb5 Bb7,7798940290091934137
144,A01,Nimzo-Larsen Attack,rnbqkbnr/pppppppp/8/8/8/1P6/P1PPPPPP/RNBQKBNR b KQkq -,1. b3,-6813359873441854701
145,A01,Nimzo-Larsen Attack: Classical Variation,rnbqkbnr/ppp1pppp/8/3p4/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -,1. b3 d5,-7832844693923825257
146,A01,Nimzo-Larsen Attack: Dutch Variation,rnbqkbnr/ppppp1pp/8/5p2/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -,1. b3 f5,-9149270730544770443
147,A01,Nimzo-Larsen Attack: English Variation,rnbqkbnr/pp1ppppp/8/2p5/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -,1. b3 c5,-5598226271005219802
148,A01,Nimzo-Larsen Attack: Graz Attack,rnbqkbnr/ppp1pppp/8/3p4/8/BP6/P1PPPPPP/RN1QKBNR b KQkq -,1. b3 d5 2. Ba3,7903428137101923748
149,A01,Nimzo-Larsen Attack: Indian Variation,rnbqkb1r/pppppppp/5n2/8/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -,1. b3 Nf6,-6294380802906211853
150,A01,Nimzo-Larsen Attack: Modern Variation,rnbqkbnr/pppp1ppp/8/4p3/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -,1. b3 e5,-7207855467056753570
151,A01,Nimzo-Larsen Attack: Modern Variation,r1bqkbnr/pppp1ppp/2n5/4p3/8/1P6/PBPPPPPP/RN1QKBNR w KQkq -,1. b3 e5 2. Bb2 Nc6,-5369315529255304703
152,A01,Nimzo-Larsen Attack: Modern Variation,r1bqkbnr/pppp1ppp/2n5/4p3/8/1P2P3/PBPP1PPP/RN1QKBNR b KQkq -,1. b3 e5 2. Bb2 Nc6 3. e3,-6552089794869658295
153,A01,Nimzo-Larsen Attack: Modern Variation,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/1P6/PB1PPPPP/RN1QKBNR w KQkq -,1. b3 e5 2. Bb2 Nc6 3. c4 Nf6,-4835713635399905083
154,A01,Nimzo-Larsen Attack: Pachman Gambit,r1bqkbnr/pppp1ppp/2n5/4p3/5P2/1P6/PBPPP1PP/RN1QKBNR b KQkq -,1. b3 e5 2. Bb2 Nc6 3. f4,-1478613904330371003
155,A01,Nimzo-Larsen Attack: Polish Variation,rnbqkbnr/p1pppppp/8/1p6/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -,1. b3 b5,-8260997273039795437
156,A01,Nimzo-Larsen Attack: Ringelbach Gambit,rnbqkbnr/pppp2pp/4p3/5p2/4P3/1P6/PBPP1PPP/RN1QKBNR b KQkq -,1. b3 f5 2. Bb2 e6 3. e4,7823947318322231551
157,A01,Nimzo-Larsen Attack: Spike Variation,rnbqkb1r/pppppp1p/5np1/8/6P1/1P6/PBPPPP1P/RN1QKBNR b KQkq -,1. b3 Nf6 2. Bb2 g6 3. g4,2868347007992555441
158,A01,Nimzo-Larsen Attack: Symmetrical Variation,rnbqkbnr/p1pppppp/1p6/8/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -,1. b3 b6,7030517921070198716
159,A02,Bird Opening,rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq -,1. f4,-3264388876105625097
160,A02,Bird Opening: Batavo-Polish Attack,rnbqkb1r/pppppp1p/5np1/8/1P3P2/5N2/P1PPP1PP/RNBQKB1R b KQkq -,1. f4 Nf6 2. Nf3 g6 3. b4,-590602046168388148
161,A02,Bird Opening: Double Duck Formation,rnbqkbnr/ppp1p1pp/8/3p1p2/3P1P2/8/PPP1P1PP/RNBQKBNR w KQkq -,1. f4 f5 2. d4 d5,6062299772504296356
162,A02,Bird Opening: From's Gambit,rnbqkbnr/pppp1ppp/8/4p3/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -,1. f4 e5,-1713593871971365190
163,A02,"Bird Opening: From's Gambit, Bahr Gambit",rnbqkbnr/pppp1ppp/8/4p3/5P2/2N5/PPPPP1PP/R1BQKBNR b KQkq -,1. f4 e5 2. Nc3,8131483830235003139
164,A02,"Bird Opening: From's Gambit, Langheld Gambit",rnbqkb1r/ppp2ppp/3P1n2/8/8/8/PPPPP1PP/RNBQKBNR w KQkq -,1. f4 e5 2. fxe5 d6 3. exd6 Nf6,5264400692430159635
165,A02,"Bird Opening: From's Gambit, Lasker Variation",rnbqk1nr/ppp2p1p/3b4/6p1/8/5N2/PPPPP1PP/RNBQKB1R w KQkq -,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5,785433963189408796
166,A02,"Bird Opening: From's Gambit, Lipke Variation",rnbqk2r/ppp2ppp/3b3n/8/3P4/5N2/PPP1P1PP/RNBQKB1R b KQkq -,1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 Nh6 5. d4,6764202603139301911
167,A02,Bird Opening: Hobbs Gambit,rnbqkbnr/pppppp1p/8/6p1/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -,1. f4 g5,-7220536679689502639
168,A02,Bird Opening: Hobbs-Zilbermints Gambit,rnbqkbnr/pppppp2/7p/6p1/5P2/5N2/PPPPP1PP/RNBQKB1R w KQkq -,1. f4 h6 2. Nf3 g5,-4787886714339938374
169,A02,Bird Opening: Horsefly Defense,rnbqkb1r/pppppppp/7n/8/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -,1. f4 Nh6,6353136153193523179
170,A02,Bird Opening: Lasker Gambit,rnbqkbnr/pppp2pp/5p2/4P3/8/8/PPPPP1PP/RNBQKBNR w KQkq -,1. f4 e5 2. fxe5 f6,7435455207855684749
171,A02,Bird Opening: Mujannah,rnbqkb1r/pppppppp/5n2/8/2P2P2/8/PP1PP1PP/RNBQKBNR b KQkq -,1. f4 Nf6 2. c4,-2654084230732397773
172,A02,Bird Opening: Myers Defense,rnbqkbnr/p1pppppp/8/1p6/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -,1. f4 b5,-100327788730658313
173,A02,Bird Opening: Platz Gambit,rnbqkb1r/ppppnppp/8/4P3/8/8/PPPPP1PP/RNBQKBNR w KQkq -,1. f4 e5 2. fxe5 Ne7,-6694217230982656501
174,A02,Bird Opening: Schlechter Gambit,r1bqkbnr/pppp1ppp/2n5/4P3/8/8/PPPPP1PP/RNBQKBNR w KQkq -,1. f4 e5 2. fxe5 Nc6,-7798075045982538259
175,A02,Bird Opening: Siegener Gambit,rnbqkbnr/pp1p1ppp/8/2p5/3p1P2/2P2N2/PP2P1PP/RNBQKB1R b KQkq -,1. f4 e5 2. d4 exd4 3. Nf3 c5 4. c3,2649709262331784361
176,A02,Bird Opening: Swiss Gambit,rnbqkb1r/ppppp1pp/5n2/8/4pPP1/2N5/PPPP3P/R1BQKBNR b KQkq -,1. f4 f5 2. e4 fxe4 3. Nc3 Nf6 4. g4,7511252570664272597
177,A02,Bird Opening: Wagner-Zwitersch Gambit,rnbqkbnr/ppppp1pp/8/5p2/4PP2/8/PPPP2PP/RNBQKBNR b KQkq -,1. f4 f5 2. e4,8867994406809436778
178,A03,Bird Opening: Dutch Variation,rnbqkbnr/ppp1pppp/8/3p4/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -,1. f4 d5,-2266225854332263565
179,A03,"Bird Opening: Dutch Variation, Dudweiler Gambit",rnbqkbnr/ppp1pppp/8/3p4/5PP1/8/PPPPP2P/RNBQKBNR b KQkq -,1. f4 d5 2. g4,-4113140287922297128
180,A03,Bird Opening: Lasker Variation,rnbqkb1r/pp2pppp/5n2/2pp4/5P2/4PN2/PPPP2PP/RNBQKB1R w KQkq -,1. f4 d5 2. Nf3 Nf6 3. e3 c5,8892186732995115656
181,A03,Bird Opening: Sturm Gambit,rnbqkbnr/ppp1pppp/8/3p4/2P2P2/8/PP1PP1PP/RNBQKBNR b KQkq -,1. f4 d5 2. c4,-2250894682691501225
182,A03,Bird Opening: Thomas Gambit,rnbqkb1r/pp2pppp/5n2/2p5/3p1P2/1P2PN2/PBPP2PP/RN1QKB1R b KQkq -,1. f4 d5 2. b3 Nf6 3. Bb2 d4 4. Nf3 c5 5. e3,7994202299748772595
183,A03,Bird Opening: Williams Gambit,rnbqkbnr/ppp1pppp/8/3p4/4PP2/8/PPPP2PP/RNBQKBNR b KQkq -,1. f4 d5 2. e4,7591404393650121096
184,A03,Bird Opening: Williams Gambit,rnbqkb1r/ppp1pppp/5n2/8/4pP2/2N5/PPPPQ1PP/R1B1KBNR b KQkq -,1. f4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Qe2,5686215530402880281
185,A03,Bird Opening: Williams-Zilbermints Gambit,rnbqkb1r/ppp1pppp/5n2/8/4pP2/2N5/PPPPN1PP/R1BQKB1R b KQkq -,1. f4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Nge2,-4776997538421381373
186,A04,Colle System: Rhamphorhynchus Variation,rnb1k1nr/pp1pppbp/6p1/q1P5/8/4PN2/PPP2PPP/RNBQKB1R w KQkq -,1. Nf3 c5 2. e3 g6 3. d4 Bg7 4. dxc5 Qa5+,7868544201162871493
187,A04,"Modern Defense: Semi-Averbakh Variation, Polish Variation",rnb1k1nr/pp1pppbp/1q4p1/2p5/2PPP3/5N2/PP3PPP/RNBQKB1R w KQkq -,1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qb6,-5883684572710124050
188,A04,"Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation",rnb1k1nr/pp1pppbp/6p1/q1p5/2PPP3/5N2/PP3PPP/RNBQKB1R w KQkq -,1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qa5+,-658249510314182885
189,A04,"Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation Accepted",rnb1k1nr/pp2ppbp/3p2p1/q1P5/2P1P3/5N2/PP3PPP/RNBQKB1R w KQkq -,1. Nf3 g6 2. d4 Bg7 3. e4 d6 4. c4 c5 5. dxc5 Qa5+,-1325672421391823864
190,A04,Zukertort Defense: Kingside Variation,rnbqkb1r/pppppp1p/6pn/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -,1. Nf3 Nh6 2. d4 g6,7043973211884079238
191,A04,Zukertort Defense: Sicilian Knight Variation,r1bqkbnr/pp1ppppp/n7/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,1. Nf3 Na6 2. e4 c5,-2527604831766942610
192,A04,Zukertort Opening,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq -,1. Nf3,2151371626546460885
193,A04,Zukertort Opening: Arctic Defense,rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 f6,936281990302878717
194,A04,"Zukertort Opening: Arctic Defense, Drunken Knight Variation",rnbqkb1r/pppppnpp/5p2/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -,1. Nf3 f6 2. e4 Nh6 3. d4 Nf7,5324464211523477587
195,A04,Zukertort Opening: Basman Defense,rnbqkbnr/ppppppp1/7p/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 h6,-6128908321287754664
196,A04,Zukertort Opening: Black Mustang Defense,r1bqkbnr/pppppppp/2n5/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 Nc6,-573662974664326499
197,A04,Zukertort Opening: Drunken Cavalry Variation,r1bqkb1r/pppppppp/n6n/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,1. Nf3 Na6 2. e4 Nh6,4992657375219316039
198,A04,Zukertort Opening: Dutch Variation,rnbqkbnr/ppppp1pp/8/5p2/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 f5,4444598654132478387
199,A04,Zukertort Opening: Herrstrom Gambit,rnbqkbnr/pppppp1p/8/6p1/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 g5,6098501308807309683
200,A04,Zukertort Opening: Kingside Fianchetto,rnbqkbnr/pppppp1p/6p1/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 g6,9187657165885427499
201,A04,Zukertort Opening: Lisitsyn Gambit,rnbqkbnr/ppppp1pp/8/5p2/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq -,1. Nf3 f5 2. e4,-5442376493770724536
202,A04,Zukertort Opening: Lisitsyn Gambit Deferred,rnbqkb1r/ppppp1pp/5n2/5p2/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq -,1. Nf3 f5 2. d3 Nf6 3. e4,8031356616115423379
203,A04,Zukertort Opening: Pirc Invitation,rnbqkbnr/ppp1pppp/3p4/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 d6,325647277590901647
204,A04,Zukertort Opening: Polish Defense,rnbqkbnr/p1pppppp/8/1p6/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 b5,3598986245411240149
205,A04,Zukertort Opening: Queen's Gambit Invitation,rnbqkbnr/pppp1ppp/4p3/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 e6,-5563929791141956429
206,A04,Zukertort Opening: Queenside Fianchetto Variation,rnbqkbnr/p1pppppp/1p6/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 b6,-2506171143776969606
207,A04,Zukertort Opening: Ross Gambit,rnbqkbnr/pppp1ppp/8/4p3/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 e5,2833236919260243864
208,A04,Zukertort Opening: Shabalov Gambit,rnbqkbnr/3p1ppp/p3p3/1pp5/2P5/2N2NP1/PP1PPP1P/R1BQKB1R w KQkq -,1. Nf3 e6 2. c4 a6 3. Nc3 c5 4. g3 b5,2549279111685814545
209,A04,Zukertort Opening: Sicilian Invitation,rnbqkbnr/pp1ppppp/8/2p5/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 c5,1073609941472221152
210,A04,Zukertort Opening: Slav Invitation,rnbqkbnr/pp1ppppp/2p5/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 c6,571919182283820388
211,A04,Zukertort Opening: Speelsmet Gambit,rnbqkbnr/pp1ppppp/8/8/3p4/4PN2/PPP2PPP/RNBQKB1R b KQkq -,1. Nf3 c5 2. d4 cxd4 3. e3,4610398938062991649
212,A04,Zukertort Opening: St. George Defense,rnbqkbnr/1ppppppp/p7/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 a6,1768379381015882295
213,A04,Zukertort Opening: The Walrus,r1bqkbnr/ppp2ppp/2p5/8/8/8/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 e5 2. Nxe5 Nc6 3. Nxc6 dxc6,-1728600841562534971
214,A04,Zukertort Opening: Vos Gambit,rnbqkbnr/ppp2ppp/3p4/4p3/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -,1. Nf3 d6 2. d4 e5,-6136713651955065485
215,A04,Zukertort Opening: Wade Defense,rn1qkbnr/ppp1pppp/3p4/8/4P1b1/5N2/PPPP1PPP/RNBQKB1R w KQkq -,1. Nf3 d6 2. e4 Bg4,8548190829508393114
216,A04,Zukertort Opening: Ware Defense,rnbqkbnr/1ppppppp/8/p7/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 a5,9108885679905934783
217,A05,King's Indian Attack,rnbqkb1r/ppp1pppp/5n2/3p4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq -,1. Nf3 Nf6 2. g3 d5,1544737590285508441
218,A05,King's Indian Attack: Smyslov Variation,rnbqkb1r/pppppp1p/5np1/8/1P6/5NP1/P1PPPP1P/RNBQKB1R b KQkq -,1. Nf3 Nf6 2. g3 g6 3. b4,-7311103710808205216
219,A05,King's Indian Attack: Spassky Variation,rnbqkb1r/p1pppppp/5n2/1p6/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq -,1. Nf3 Nf6 2. g3 b5,821675315549629917
220,A05,King's Indian Attack: Symmetrical Defense,rnbqkb1r/pppppp1p/5np1/8/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq -,1. Nf3 Nf6 2. g3 g6,4977632311809301027
221,A05,King's Indian Attack: Wahls Defense,rnbq1rk1/ppp1ppbp/5np1/3p4/8/3P1NP1/PPP1PPBP/RNBQ1RK1 w - -,1. Nf3 Nf6 2. g3 g6 3. Bg2 Bg7 4. O-O O-O 5. d3 d5,8019447739314384189
222,A05,Polish Opening: Zukertort System,rnbqkb1r/pppppp1p/5np1/8/1P6/5N2/PBPPPPPP/RN1QKB1R b KQkq -,1. Nf3 Nf6 2. b4 g6 3. Bb2,7105944369959818143
223,A05,Zukertort Opening,rnbqkb1r/pppppppp/5n2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 Nf6,1444809208435460661
224,A05,Zukertort Opening,r1bqkb1r/pppppppp/2n2n2/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq -,1. Nf3 Nf6 2. Nc3 Nc6,7583773550009534404
225,A05,Zukertort Opening: Double Fianchetto Attack,rnbq1rk1/ppp1ppbp/3p1np1/8/8/1P3NP1/PBPPPPBP/RN1Q1RK1 b - -,1. Nf3 Nf6 2. g3 g6 3. b3 Bg7 4. Bb2 O-O 5. Bg2 d6 6. O-O,8097754416890241391
226,A05,Zukertort Opening: Lemberger Gambit,rnbqkb1r/pppppppp/5n2/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq -,1. Nf3 Nf6 2. e4,-7072243690690805554
227,A05,Zukertort Opening: Myers Polish Attack,rnbqkb1r/pppppp1p/5np1/8/PP6/5N2/2PPPPPP/RNBQKB1R b KQkq -,1. Nf3 Nf6 2. a4 g6 3. b4,-3077070727038879935
228,A05,Zukertort Opening: Nimzo-Larsen Variation,rnbqkb1r/pppppppp/5n2/8/8/1P3N2/P1PPPPPP/RNBQKB1R b KQkq -,1. Nf3 Nf6 2. b3,4164377216508428949
229,A05,Zukertort Opening: Quiet System,rnbqkb1r/pppppppp/5n2/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq -,1. Nf3 Nf6 2. e3,316070712440354173
230,A06,Nimzo-Larsen Attack: Classical Variation,rnbqkbnr/ppp1pppp/8/3p4/8/1P3N2/P1PPPPPP/RNBQKB1R b KQkq -,1. Nf3 d5 2. b3,154015473046274801
231,A06,Nimzo-Larsen Attack: Norfolk Gambit,rnbqkbnr/pp2pppp/8/2pp4/4P3/1P3N2/P1PP1PPP/RNBQKB1R b KQkq -,1. Nf3 d5 2. b3 c5 3. e4,-7437542707891476673
232,A06,Nimzo-Larsen Attack: Norfolk Gambit,rnbqkb1r/pp2pppp/5n2/2pp4/4P3/1P3N2/PBPP1PPP/RN1QKB1R b KQkq -,1. Nf3 d5 2. b3 Nf6 3. Bb2 c5 4. e4,6505822176581925320
233,A06,Zukertort Opening,rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1. Nf3 d5,3451170272661670481
234,A06,Zukertort Opening: Ampel Variation,rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKBR1 b Qkq -,1. Nf3 d5 2. Rg1,-1882231381139709857
235,A06,Zukertort Opening: Old Indian Attack,rnbqkbnr/ppp1pppp/8/3p4/8/3P1N2/PPP1PPPP/RNBQKB1R b KQkq -,1. Nf3 d5 2. d3,-198411850519307414
236,A06,Zukertort Opening: Pachman Gambit,rnbqkbnr/pp2pppp/8/2p5/2p5/1P2PN2/P2P1PPP/RNBQKB1R b KQkq -,1. Nf3 d5 2. e3 c5 3. c4 dxc4 4. b3,-6443342381145790353
237,A06,Zukertort Opening: Regina-Nu Gambit,rnbqkbnr/pp2pppp/8/2p5/2p5/1PN2N2/P2PPPPP/R1BQKB1R b KQkq -,1. Nf3 d5 2. b3 c5 3. c4 dxc4 4. Nc3,3322093884302942366
238,A06,Zukertort Opening: Reversed Mexican Defense,rnbqkbnr/ppp1pppp/8/3p4/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq -,1. Nf3 d5 2. Nc3,-5258578091789107736
239,A06,Zukertort Opening: Santasiere's Folly,rnbqkbnr/ppp1pppp/8/3p4/1P6/5N2/P1PPPPPP/RNBQKB1R b KQkq -,1. b4 d5 2. Nf3,-1118965502698731502
240,A06,Zukertort Opening: Tennison Gambit,rnbqkbnr/ppp1pppp/8/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq -,1. e4 d5 2. Nf3,-6470638473198845782
241,A06,"Zukertort Opening: Tennison Gambit, Brigg's Trap",rn2kb1r/ppp1pppp/5n2/5bN1/3qp3/2N5/PPPPQPPP/R1B1KB1R w KQkq -,1. e4 d5 2. Nf3 dxe4 3. Ng5 Nf6 4. Nc3 Bf5 5. Qe2 Qd4,8958930717453839462
242,A06,Zukertort Opening: The Potato,rnbqkbnr/ppp1pppp/8/3p4/P7/5N2/1PPPPPPP/RNBQKB1R b KQkq -,1. Nf3 d5 2. a4,6008497331839173272
243,A07,Hungarian Opening: Wiedenhagen-Beta Gambit,rnbqkbnr/ppp1pp1p/8/3p2p1/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq -,1. g3 d5 2. Nf3 g5,6187601017511459871
244,A07,King's Indian Attack,rnbqkbnr/ppp1pppp/8/3p4/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq -,1. Nf3 d5 2. g3,2064840978565213625
245,A07,"King's Indian Attack, with Bf5",rn1qkb1r/pp2pppp/2p2n2/3p1b2/8/5NP1/PPPPPPBP/RNBQ1RK1 w kq -,1. Nf3 Nf6 2. g3 d5 3. Bg2 c6 4. O-O Bf5,9002408201421006980
246,A07,"King's Indian Attack, with Bf5",rn1qkb1r/pp2ppp1/2p2n1p/3p1b2/8/3P1NP1/PPP1PPBP/RNBQ1RK1 w kq -,1. Nf3 Nf6 2. g3 d5 3. Bg2 c6 4. O-O Bf5 5. d3 h6,1810004664538852658
247,A07,"King's Indian Attack, with Bf5",rn1qkb1r/pp2ppp1/2p2n1p/5b2/2p5/3P1NP1/PP2PPBP/RNBQ1RK1 w kq -,1. Nf3 Nf6 2. g3 d5 3. Bg2 c6 4. O-O Bf5 5. d3 h6 6. c4 dxc4,-4685152365799827503
248,A07,"King's Indian Attack, with Bf5",rn1qkb1r/pp3ppp/2p1pn2/3p1b2/8/3P1NP1/PPPNPPBP/R1BQ1RK1 b kq -,1. Nf3 Nf6 2. g3 d5 3. Bg2 c6 4. O-O Bf5 5. d3 e6 6. Nbd2,-111979225350226475
249,A07,"King's Indian Attack, with Bf5",rn1qkb1r/pp3ppp/2p1pn2/3p1b2/7N/3P2P1/PPP1PPBP/RNBQ1RK1 b kq -,1. Nf3 Nf6 2. g3 d5 3. Bg2 c6 4. O-O Bf5 5. d3 e6 6. Nh4,5283024016784000458
250,A07,"King's Indian Attack, with e6",rnbqkb1r/ppp2ppp/4pn2/3p4/8/5NP1/PPPPPPBP/RNBQK2R w KQkq -,1. Nf3 Nf6 2. g3 d5 3. Bg2 e6,1135292485998679142
251,A07,"King's Indian Attack, with e6",rnbqk2r/ppp1bppp/4pn2/3p4/8/5NP1/PPPPPPBP/RNBQ1RK1 w kq -,1. Nf3 Nf6 2. g3 d5 3. Bg2 e6 4. O-O Be7,4965639129436779333
252,A07,King's Indian Attack: Double Fianchetto,rnbqkbnr/ppp1pp1p/6p1/3p4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq -,1. Nf3 d5 2. g3 g6,9150717910573324871
253,A07,King's Indian Attack: Keres Variation,rn1qkbnr/ppp1pppp/8/3p4/6b1/5NP1/PPPPPP1P/RNBQKB1R w KQkq -,1. Nf3 d5 2. g3 Bg4,-1777575675363333033
254,A07,King's Indian Attack: Keres Variation,r2qkbnr/pppnpppp/8/3p4/6b1/5NP1/PPPPPPBP/RNBQK2R w KQkq -,1. Nf3 d5 2. g3 Bg4 3. Bg2 Nd7,2425376283847254830
255,A07,King's Indian Attack: Keres Variation,r2qkbnr/pp1npppp/2p5/3p4/6b1/5NP1/PPPPPPBP/RNBQ1RK1 w kq -,1. Nf3 d5 2. g3 c6 3. Bg2 Bg4 4. O-O Nd7,4701403971732622719
256,A07,King's Indian Attack: Omega-Delta Gambit,rnbqkbnr/ppp2ppp/8/3pp3/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq -,1. Nf3 d5 2. g3 e5,2750944012401390324
257,A07,King's Indian Attack: Pachman System,rnbqk2r/ppp1npbp/6p1/3pp3/8/3P1NP1/PPP1PPBP/RNBQ1RK1 w kq -,1. Nf3 d5 2. g3 g6 3. Bg2 Bg7 4. O-O e5 5. d3 Ne7,-2657164124149937100
258,A07,King's Indian Attack: Sicilian Variation,rnbqkbnr/pp2pppp/8/2pp4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq -,1. Nf3 d5 2. g3 c5,1124429289336128140
